ID;CATEGORY;SUB CATEGORY;PRODUCT NAME;PRICE;STOCK;IMAGE URL
1;Dairy & Bakery;Dairy;Amul Elaichi Shrikhand 500 g (Container);93;36;https://www.jiomart.com/images/product/150x150/590067375/amul-elaichi-shrikhand-500-g-container-0-20210324.jpg
2;Dairy & Bakery;Dairy;Amul Badam Pista Shrikhand 500 g (Container);106,95;45;https://www.jiomart.com/images/product/150x150/590086910/amul-badam-pista-shrikhand-500-g-container-0-20210324.jpg
3;Dairy & Bakery;Dairy;Dreamery Toned Milk 1 L (Tetra Pak);59;41;https://www.jiomart.com/images/product/150x150/590124546/dreamery-toned-milk-1-l-tetra-pak-0-20210108.jpg
4;Dairy & Bakery;Dairy;Amul Butter 500 g (Carton);225;32;https://www.jiomart.com/images/product/150x150/490001392/amul-butter-500-g-carton-0-20210315.jpg
5;Dairy & Bakery;Dairy;Gowardhan Butter 500 g (Carton);220;46;https://www.jiomart.com/images/product/150x150/590041291/gowardhan-butter-500-g-carton-0-20210324.jpg
6;Dairy & Bakery;Dairy;Amul Butter 100 g (Carton);45;25;https://www.jiomart.com/images/product/150x150/490001387/amul-butter-100-g-carton-0-20210315.jpg
7;Dairy & Bakery;Dairy;Britannia Winkin' Cow Strawberry Milkshake 200 ml (Tetra Pak);23,45;49;https://www.jiomart.com/images/product/150x150/491491634/britannia-winkin-cow-strawberry-milkshake-200-ml-tetra-pak-0-20210311.jpg
8;Dairy & Bakery;Dairy;Britannia Winkin' Cow Vanilla Milkshake 200 ml (Tetra Pak);23,45;32;https://www.jiomart.com/images/product/150x150/491491632/britannia-winkin-cow-vanilla-milkshake-200-ml-tetra-pak-0-20210311.jpg
9;Dairy & Bakery;Dairy;Amul Masti Spiced Buttermilk 1 L (Tetra Pak);47;35;https://www.jiomart.com/images/product/150x150/490001781/amul-masti-spiced-buttermilk-1-l-tetra-pak-0-20210115.jpg
10;Dairy & Bakery;Dairy;Hershey's Strawberry Milkshake 200 ml (Tetra Pak);26,25;48;https://www.jiomart.com/images/product/150x150/491335843/hershey-s-strawberry-milkshake-200-ml-tetra-pak-0-20210316.jpg
11;Dairy & Bakery;Dairy;Hershey's Chocolate Milkshake 200 ml (Tetra Pak);26,25;34;https://www.jiomart.com/images/product/150x150/491335842/hershey-s-chocolate-milkshake-200-ml-tetra-pak-0-20210316.jpg
12;Dairy & Bakery;Dairy;Nestle EveryDay Dairy Whitener 1 kg (Pouch);463;37;https://www.jiomart.com/images/product/150x150/490191597/nestle-everyday-dairy-whitener-1-kg-pouch-0-20210316.jpg
13;Dairy & Bakery;Dairy;Hershey's Cookies 'n' Creme Milkshake 200 ml (Tetra Pak);26,25;33;https://www.jiomart.com/images/product/150x150/491335844/hershey-s-cookies-n-creme-milkshake-200-ml-tetra-pak-0-20200727.jpg
14;Dairy & Bakery;Dairy;Yakult Probiotic Drink 325 ml (Bottle);70;32;https://www.jiomart.com/images/product/150x150/590034287/yakult-probiotic-drink-325-ml-cup-0-20210324.jpg
15;Dairy & Bakery;Dairy;Amul Pasteurised Butter 200 g (Tub);93,1;32;https://www.jiomart.com/images/product/150x150/491168210/amul-pasteurised-butter-200-g-tub-0-20210315.jpg
16;Dairy & Bakery;Dairy;Amulya Dairy Whitener 500 g (Pouch);185;45;https://www.jiomart.com/images/product/150x150/490011303/amulya-dairy-whitener-500-g-pouch-0-20210325.jpg
17;Dairy & Bakery;Dairy;Amul School Pack Butter 100 g (Pack);55,29;47;https://www.jiomart.com/images/product/150x150/490306318/amul-school-pack-butter-100-g-pack-0-20210324.jpg
18;Dairy & Bakery;Dairy;Delicious Fat Spread 100 g (Carton);15,3;35;https://www.jiomart.com/images/product/150x150/490010286/delicious-fat-spread-100-g-carton-0-20201007.jpg
19;Dairy & Bakery;Dairy;Nestle EveryDay Dairy Whitener 200 g (Pouch);98,5;30;https://www.jiomart.com/images/product/150x150/490188707/nestle-everyday-dairy-whitener-200-g-pouch-0-20210312.jpg
20;Dairy & Bakery;Dairy;Yakult Light Probiotic Drink 325 ml (Bottle);85;31;https://www.jiomart.com/images/product/150x150/590034288/yakult-light-probiotic-drink-339-ml-0-20210324.jpg
21;Dairy & Bakery;Dairy;Cavin's Strawberry Milkshake 200 ml (Tetra Pak);26,25;43;https://www.jiomart.com/images/product/150x150/590126886/cavin-s-strawberry-milkshake-200-ml-tetra-pak-0-20210303.jpg
22;Dairy & Bakery;Dairy;Cavin's Vanilla Milkshake 200 ml (Tetra Pak);26,25;33;https://www.jiomart.com/images/product/150x150/590126884/cavin-s-vanilla-milkshake-200-ml-tetra-pak-0-20210303.jpg
23;Dairy & Bakery;Dairy;Amul Kool Elaichi Flavoured Milk 180 ml (Bottle);18;44;https://www.jiomart.com/images/product/150x150/491582578/amul-kool-elaichi-flavoured-milk-180-ml-bottle-0-20210216.jpg
24;Dairy & Bakery;Dairy;Amul Kool Kesar Flavoured Milk 180 ml (Bottle);18;33;https://www.jiomart.com/images/product/150x150/491582577/amul-kool-kesar-flavoured-milk-180-ml-bottle-0-20210223.jpg
25;Dairy & Bakery;Dairy;Amul Moti Homogenised Toned Long Life Milk 450 ml (ESL pouch);26,04;29;https://www.jiomart.com/images/product/150x150/490983639/amul-moti-homogenised-toned-long-life-milk-450-ml-esl-pouch-0-20210309.jpg
26;Dairy & Bakery;Dairy;Amul Kool Badam Flavoured Milk 200 ml (Bottle);18,6;48;https://www.jiomart.com/images/product/150x150/491062294/amul-kool-badam-flavoured-milk-200-ml-bottle-0-20210401.jpg
27;Dairy & Bakery;Dairy;Amul Mithai Mate Sweetened Condensed Milk 200 g (Tin);52,64;37;https://www.jiomart.com/images/product/150x150/490983577/amul-mithai-mate-sweetened-condensed-milk-200-g-tin-0-20210315.jpg
28;Dairy & Bakery;Dairy;Amulya Dairy Whitener 200 g (Pouch);76;25;https://www.jiomart.com/images/product/150x150/490016467/amulya-dairy-whitener-200-g-pouch-0-20210330.jpg
29;Dairy & Bakery;Dairy;Amulya Dairy Whitener 1 kg (Pouch);361;28;https://www.jiomart.com/images/product/150x150/490001530/amulya-dairy-whitener-1-kg-pouch-0-20210330.jpg
30;Dairy & Bakery;Dairy;Amul Kool Rose Flavoured Milk 180 ml (Bottle);18,6;43;https://www.jiomart.com/images/product/150x150/491582579/amul-kool-rose-flavoured-milk-180-ml-bottle-0-20210224.jpg
31;Dairy & Bakery;Dairy;Chitale Amba Full Cream Shrikhand 500 g (Container);116,25;28;https://www.jiomart.com/images/product/150x150/590067377/chitale-amba-full-cream-shrikhand-500-g-container-0-20210216.jpg
32;Dairy & Bakery;Dairy;Chitale Keshar Full Cream Shrikhand 500 g (Container);116,25;37;https://www.jiomart.com/images/product/150x150/590067380/chitale-keshar-full-cream-shrikhand-500-g-container-0-20210216.jpg
33;Dairy & Bakery;Dairy;Chitale Elaichi Full Cream Shrikhand 500 g (Container);111,6;43;https://www.jiomart.com/images/product/150x150/590067378/chitale-elaichi-full-cream-shrikhand-500-g-container-0-20210216.jpg
34;Dairy & Bakery;Dairy;iD Natural Thick Curd 400 g (Cup);45,5;25;https://www.jiomart.com/images/product/150x150/590141183/id-natural-thick-curd-400-g-cup-0-20210401.jpg
35;Dairy & Bakery;Dairy;Nandini Slim Skimmed Long Life Milk 1 L (Tetra Pak);55,8;26;https://www.jiomart.com/images/product/150x150/490489048/nandini-slim-skimmed-long-life-milk-1-l-tetra-pak-0-20210316.jpg
36;Dairy & Bakery;Dairy;Amul Tru Mango Fruit Nutrition 180 ml (Tetra Pak);9,5;28;https://www.jiomart.com/images/product/150x150/491642444/amul-tru-mango-fruit-nutrition-180-ml-tetra-pak-0-20210216.jpg
37;Dairy & Bakery;Dairy;Nestle Everyday Dairy Whitener 400 g (Pouch);191;39;https://www.jiomart.com/images/product/150x150/491010436/nestle-everyday-dairy-whitener-400-g-pouch-0-20210316.jpg
38;Dairy & Bakery;Dairy;Amul Tru Apple Fruit Nutrition 180 ml (Tetra Pak);9,5;35;https://www.jiomart.com/images/product/150x150/491642446/amul-tru-apple-fruit-nutrition-180-ml-tetra-pak-0-20210216.jpg
39;Dairy & Bakery;Dairy;Amul Mithai Mate Sweetened Condensed Milk 400 g (Tin);97;29;https://www.jiomart.com/images/product/150x150/490001538/amul-mithai-mate-sweetened-condensed-milk-400-g-tin-0-20210219.jpg
40;Dairy & Bakery;Dairy;Amul Taaza Toned Long Life Milk 200 ml (Tetra Pak);13,3;36;https://www.jiomart.com/images/product/150x150/491022105/amul-taaza-toned-long-life-milk-200-ml-tetra-pak-0-20210309.jpg
41;Dairy & Bakery;Dairy;Amul Taaza Homogenised Toned Long Life Milk 1 L (Tetra Pak);61;28;https://www.jiomart.com/images/product/150x150/490010311/amul-taaza-homogenised-toned-long-life-milk-1-l-tetra-pak-0-20210210.jpg
42;Dairy & Bakery;Dairy;Lactel Toned Long Life Milk 1 L (Tetra Pak);59;49;https://www.jiomart.com/images/product/150x150/590126816/lactel-toned-long-life-milk-1-l-tetra-pak-0-20210212.jpg
43;Dairy & Bakery;Dairy;Nandini Goodlife Toned Long Life Milk 1 L (Tetra Pak);58;30;https://www.jiomart.com/images/product/150x150/490478026/nandini-goodlife-toned-long-life-milk-1-l-tetra-pak-0-20210414.jpg
44;Dairy & Bakery;Dairy;Epigamia Artisanal Curd 400 g (Container);78,4;38;https://www.jiomart.com/images/product/150x150/491390588/epigamia-artisanal-curd-400-g-container-0-20210324.jpg
45;Dairy & Bakery;Dairy;Epigamia No Sugar Mango Flavoured Greek Yogurt 120 g (Cup);45,5;35;https://www.jiomart.com/images/product/150x150/491587054/epigamia-no-sugar-mango-flavoured-greek-yogurt-120-g-cup-0-20210324.jpg
46;Dairy & Bakery;Dairy;Nescafe Intense Cafe Flavoured Milk 180 ml (Tetra Pak);23,45;43;https://www.jiomart.com/images/product/150x150/491294675/nescafe-intense-cafe-flavoured-milk-180-ml-tetra-pak-0-20210209.jpg
47;Dairy & Bakery;Dairy;Gokul Curd 500 g (Pouch);32,34;47;https://www.jiomart.com/images/product/150x150/590323345/gokul-curd-500-g-pouch-0-20210604.jpg
48;Dairy & Bakery;Dairy;iD Natural Creamy Thick Curd 400 g (Pouch);28;36;https://www.jiomart.com/images/product/150x150/590141184/id-natural-curd-400-g-pouch-0-20210401.jpg
49;Dairy & Bakery;Dairy;Dreamery Iced Coffee Milkshake 180 ml (Tetra Pak);26,25;50;https://www.jiomart.com/images/product/150x150/590124542/dreamery-iced-coffee-milkshake-180-ml-tetra-pak-0-20210316.jpg
50;Dairy & Bakery;Dairy;Epigamia Alphonso Mango Greek Yogurt Smoothie 200 ml (Bottle);45,5;45;https://www.jiomart.com/images/product/150x150/491584166/epigamia-alphonso-mango-greek-yogurt-smoothie-200-ml-bottle-0-20210326.jpg
51;Dairy & Bakery;Dairy;Epigamia Strawberry Greek Yogurt Smoothie 200 ml (Bottle);45,5;38;https://www.jiomart.com/images/product/150x150/491584165/epigamia-strawberry-greek-yogurt-smoothie-200-ml-bottle-0-20210324.jpg
52;Dairy & Bakery;Dairy;Sofit Vanilla Flavoured Soya Milk 1 L (Tetra Pak);117;30;https://www.jiomart.com/images/product/150x150/490771716/sofit-vanilla-flavoured-soya-milk-1-l-tetra-pack-0-20210224.jpg
53;Dairy & Bakery;Dairy;Sofit Vanilla Flavoured Soya Milk 200 ml (Tetra Pak);31,5;33;https://www.jiomart.com/images/product/150x150/490771715/sofit-vanilla-flavoured-soya-milk-200-ml-tetra-pack-0-20210210.jpg
54;Dairy & Bakery;Dairy;Sofit Kesar Pista Flavoured Soya Milk 200 ml (Tetra Pak);23,45;42;https://www.jiomart.com/images/product/150x150/490351215/sofit-kesar-pista-flavoured-soya-milk-200-ml-tetra-pak-0-20201113.jpg
55;Dairy & Bakery;Dairy;Sofit Chocolate Flavoured Soya Milk 200 ml (Tetra Pak);31,5;45;https://www.jiomart.com/images/product/150x150/490351214/sofit-chocolate-flavoured-soya-milk-200-ml-tetra-pak-0-20210316.jpg
56;Dairy & Bakery;Dairy;Sofit Kesar Pista Flavoured Soya Milk 1 L (Tetra Pak);110,5;37;https://www.jiomart.com/images/product/150x150/490351209/sofit-kesar-pista-flavoured-soya-milk-1-l-tetra-pak-0-20210312.jpg
57;Dairy & Bakery;Dairy;Sofit Sugar Free Soya Milk 1 L (Tetra Pak);117;37;https://www.jiomart.com/images/product/150x150/490011309/sofit-naturally-sugar-free-soya-milk-1-l-tetra-pak-0-20210312.jpg
58;Dairy & Bakery;Dairy;Sofit Sugar Free Soya Milk 200 ml (Tetra Pak);31,5;32;https://www.jiomart.com/images/product/150x150/490005384/sofit-sugar-free-soya-milk-200-ml-tetra-pak-0-20210205.jpg
59;Dairy & Bakery;Dairy;Amul Masti Spiced Buttermilk 200 ml (Tetra Pak);11,5;37;https://www.jiomart.com/images/product/150x150/490001780/amul-masti-spiced-buttermilk-200-ml-tetra-pak-0-20200812.jpg
60;Dairy & Bakery;Toast & Khari;Parle Elaichi Rusk 400 g;40,2;39;https://www.jiomart.com/images/product/150x150/491419181/parle-elaichi-rusk-400-g-0-20210224.jpg
61;Dairy & Bakery;Toast & Khari;Parle Premium Elaichi Rusk 1 Kg;80;35;https://www.jiomart.com/images/product/150x150/590124339/parle-elaichi-rusk-1-kg-0-20210113.jpg
62;Dairy & Bakery;Toast & Khari;Britannia Toastea Premium Bake Rusk 400 g;38,86;45;https://www.jiomart.com/images/product/150x150/491160212/britannia-toastea-premium-bake-rusk-400-g-0-20210224.jpg
63;Dairy & Bakery;Toast & Khari;Baker's Choice Freshly Baked Rusk 200 g;19;35;https://www.jiomart.com/images/product/150x150/491390124/baker-s-choice-freshly-baked-rusk-200-g-0-20210612.jpg
64;Dairy & Bakery;Toast & Khari;Britannia Toastea Premium Bake Rusk 200 g;22,5;31;https://www.jiomart.com/images/product/150x150/490007738/britannia-toastea-premium-bake-rusk-200-g-0-20210210.jpg
65;Dairy & Bakery;Toast & Khari;Britannia Toastea Premium Bake Rusk 273 g;30;41;https://www.jiomart.com/images/product/150x150/490007739/britannia-toastea-premium-bake-rusk-273-g-0-20210224.jpg
66;Dairy & Bakery;Toast & Khari;Parle Real Elaichi Premium Rusk 273 g;30;37;https://www.jiomart.com/images/product/150x150/491213993/parle-real-elaichi-premium-rusk-273-g-0-20210115.jpg
67;Dairy & Bakery;Toast & Khari;Kots Aata Khari 200 g;37,5;35;https://www.jiomart.com/images/product/150x150/491698201/kots-aata-khari-200-g-0-20210324.jpg
68;Dairy & Bakery;Toast & Khari;Kots Maska Khari 180 g;34,5;34;https://www.jiomart.com/images/product/150x150/491698200/kots-maska-khari-180-g-0-20210324.jpg
69;Dairy & Bakery;Toast & Khari;Parle Real Elaichi Premium Rusk 200 g;22,5;45;https://www.jiomart.com/images/product/150x150/491107999/parle-real-elaichi-premium-rusk-200-g-0-20210309.jpg
70;Dairy & Bakery;Cakes & Muffins;Britannia Gobbles 100% Veg Fruit Cake 75 g;15;26;https://www.jiomart.com/images/product/150x150/490537365/britannia-gobbles-100-veg-fruit-cake-75-g-0-20210309.jpg
71;Dairy & Bakery;Cakes & Muffins;Britannia Treat Coco Creme Croissant 45 g;10,05;46;https://www.jiomart.com/images/product/150x150/491552927/britannia-treat-coco-creme-croissant-45-g-0-20210324.jpg
72;Dairy & Bakery;Cakes & Muffins;Britannia 100% Veg Choco Chill Sliced Cake 70 g;15;50;https://www.jiomart.com/images/product/150x150/491278974/britannia-100-veg-choco-chill-sliced-cake-70-g-0-20210216.jpg
73;Dairy & Bakery;Breads & Buns;Britannia 100% Whole Wheat Bread 450 g;37,2;44;https://www.jiomart.com/images/product/150x150/491127282/britannia-100-whole-wheat-bread-400-g-0-20200826.jpg
74;Dairy & Bakery;Breads & Buns;Wibs Bread 400 g;26,04;45;https://www.jiomart.com/images/product/150x150/490626261/wibs-bread-400-g-0-20210310.jpg
75;Dairy & Bakery;Breads & Buns;Muffets & Tuffets Ladipav 180 g;16;25;https://www.jiomart.com/images/product/150x150/491695021/muffets-tuffets-ladipav-180-g-0-20210210.jpg
76;Dairy & Bakery;Breads & Buns;Muffets & Tuffets Multigrain Bread 400 g;28;25;https://www.jiomart.com/images/product/150x150/491614743/muffets-tuffets-multigrain-bread-400-g-0-20210316.jpg
77;Dairy & Bakery;Breads & Buns;Muffets & Tuffets Brown Bread 400 g;25;50;https://www.jiomart.com/images/product/150x150/491614745/muffets-tuffets-brown-bread-400-g-0-20210210.jpg
78;Dairy & Bakery;Breads & Buns;Muffets And Tuffets White Bread 400 g;22,5;39;https://www.jiomart.com/images/product/150x150/491641380/muffets-and-tuffets-white-bread-400-g-0-20210205.jpg
79;Dairy & Bakery;Breads & Buns;Muffets & Tuffets Pizza Base (2ea) 180 g;15;48;https://www.jiomart.com/images/product/150x150/491695017/muffets-tuffets-pizza-base-2ea-180-g-0-20210210.jpg
80;Dairy & Bakery;Breads & Buns;Muffets & Tuffets Whole Wheat Bread 400 g;25;36;https://www.jiomart.com/images/product/150x150/491614744/muffets-tuffets-whole-wheat-bread-400-g-0-20210210.jpg
81;Dairy & Bakery;Breads & Buns;Britannia Maida Pizza Base Bread 250 g;27,9;50;https://www.jiomart.com/images/product/150x150/491599846/britannia-maida-pizza-base-bread-250-g-0-20210315.jpg
82;Dairy & Bakery;Baked Cookies;Karachi Fruit Biscuit 400 g;144;45;https://www.jiomart.com/images/product/150x150/490958092/karachi-fruit-biscuit-400-g-0-20210331.jpg
83;Dairy & Bakery;Bakery Snacks;Bauli Moonfils Chocolate Veg Puff Rolls 47 g;13,5;49;https://www.jiomart.com/images/product/150x150/491376617/bauli-moonfils-chocolate-veg-puff-rolls-47-g-0-20210223.jpg
84;Dairy & Bakery;Bakery Snacks;Brittania Treat Crossaint Vanilla Creme Roll 45 g;10,05;31;https://www.jiomart.com/images/product/150x150/491552928/brittania-treat-crossaint-vanilla-creme-roll-45-g-0-20210316.jpg
85;Dairy & Bakery;Bakery Snacks;Britannia Strawberry Veg Muffills 32 g;9;35;https://www.jiomart.com/images/product/150x150/491441305/britannia-strawberry-veg-muffills-32-g-0-20210304.jpg
86;Dairy & Bakery;Batter & Chutney;Desi Kitchen Idli Dosa Batter 1 kg (Pouch);42,5;35;https://www.jiomart.com/images/product/150x150/590049227/desi-kitchen-idli-dosa-batter-1-kg-pouch-0-20210401.jpg
87;Dairy & Bakery;Cheese;Britannia Cheese Slices 200 g (Pack);130;47;https://www.jiomart.com/images/product/150x150/490001395/britannia-cheese-slices-200-g-pack-0-20210212.jpg
88;Dairy & Bakery;Cheese;D'Lecta Cheese Slices 450 g (Pouch);270;47;https://www.jiomart.com/images/product/150x150/590041281/d-lecta-cheese-slices-450-g-pouch-0-20210223.jpg
89;Dairy & Bakery;Cheese;D'lecta Mozzarella Shredded Cheese 500 g (Pouch);259,25;45;https://www.jiomart.com/images/product/150x150/491320852/d-lecta-mozzarella-shredded-cheese-500-g-pouch-0-20210603.jpg
90;Dairy & Bakery;Cheese;The Laughing Cow Cheese Block 200 g (Carton);135;33;https://www.jiomart.com/images/product/150x150/491599694/the-laughing-cow-cheese-block-200-g-carton-0-20210405.jpg
91;Dairy & Bakery;Cheese;The Laughing Cow Cheese Slices 200 g (Carton);135;40;https://www.jiomart.com/images/product/150x150/491599698/the-laughing-cow-cheese-slices-200-g-carton-0-20210324.jpg
92;Dairy & Bakery;Cheese;Amul Cheese Block 1 kg (Carton);421,29;26;https://www.jiomart.com/images/product/150x150/490010199/amul-cheese-block-1-kg-carton-0-20210324.jpg
93;Dairy & Bakery;Cheese;Go Cheese Slices 200 g (Pouch);105;27;https://www.jiomart.com/images/product/150x150/490800691/go-cheese-slices-200-g-pouch-0-20210324.jpg
94;Dairy & Bakery;Cheese;The Laughing Cow Cheese Cubes 120 g (Carton);81;44;https://www.jiomart.com/images/product/150x150/491599696/the-laughing-cow-cheese-cubes-120-g-carton-0-20200710.jpg
95;Dairy & Bakery;Cheese;Amul Cheese Chiplets 200 g (Carton);105;48;https://www.jiomart.com/images/product/150x150/490001402/amul-cheese-chiplets-200-g-carton-0-20210405.jpg
96;Dairy & Bakery;Cheese;Britannia Cheese Block 200 g (Carton);147,25;38;https://www.jiomart.com/images/product/150x150/490010168/britannia-cheese-block-200-g-carton-0-20210208.jpg
97;Dairy & Bakery;Cheese;The Laughing Cow Cheese Block 120 g (Carton);99;38;https://www.jiomart.com/images/product/150x150/491599697/the-laughing-cow-cheese-block-120-g-carton-0-20210324.jpg
98;Dairy & Bakery;Cheese;Amul Yummy Plain Cheese Spread 200 g (Cup);80,75;33;https://www.jiomart.com/images/product/150x150/490001407/amul-yummy-plain-cheese-spread-200-g-cup-0-20210324.jpg
99;Dairy & Bakery;Cheese;Amul Plain Cheese Slices 200 g (Pack);115,9;25;https://www.jiomart.com/images/product/150x150/490001404/amul-plain-cheese-slices-200-g-pack-0-20210324.jpg
100;Dairy & Bakery;Cheese;Moowing Processed Cheese Slices 200 g (Pack);99;46;https://www.jiomart.com/images/product/150x150/590127924/moowing-processed-cheese-slices-200-g-pack-0-20210205.jpg
101;Dairy & Bakery;Cheese;Moowing Cheese Block 200 g (Carton);95;35;https://www.jiomart.com/images/product/150x150/590127739/moowing-cheese-block-200-g-carton-0-20210204.jpg
102;Dairy & Bakery;Cheese;Moowing Cheese Block 1 kg (Carton);399;42;https://www.jiomart.com/images/product/150x150/590127738/moowing-cheese-block-1-kg-carton-0-20210204.jpg
103;Dairy & Bakery;Cheese;Dreamery Jalapeno Flavoured Cheese Slices 200 g (Pack);116,25;35;https://www.jiomart.com/images/product/150x150/590124543/dreamery-jalapeno-flavoured-cheese-slices-200-g-pack-0-20210316.jpg
104;Dairy & Bakery;Cheese;Dreamery Cheese Slices 480 g (Pack);273,75;27;https://www.jiomart.com/images/product/150x150/590124540/dreamery-cheese-slices-480-g-pack-0-20210316.jpg
105;Dairy & Bakery;Cheese;Dreamery Cheese Slices 200 g (Pack);105;45;https://www.jiomart.com/images/product/150x150/590124539/dreamery-cheese-slices-200-g-pack-0-20210316.jpg
106;Dairy & Bakery;Cheese;D'lecta Cheddar Cheese Cubes 200 g (Carton);120;40;https://www.jiomart.com/images/product/150x150/590067383/d-lecta-cheddar-cheese-cubes-200-g-carton-0-20210607.jpg
107;Dairy & Bakery;Cheese;D'lecta Cheese Slices 180 g (Pack);115;44;https://www.jiomart.com/images/product/150x150/590049079/d-lecta-cheese-slices-180-g-pack-0-20210607.jpg
108;Dairy & Bakery;Cheese;Go Plain Cheese Slices 476 g (Pouch);249;49;https://www.jiomart.com/images/product/150x150/490800934/go-cheese-slices-plain-476-g-pouch-0-20210324.jpg
109;Dairy & Bakery;Cheese;Amul Cheese Block 200 g (Carton);98,58;48;https://www.jiomart.com/images/product/150x150/490001401/amul-cheese-block-200-g-carton-0-20201111.jpg
110;Dairy & Bakery;Cheese;Britannia Cheese Slices 480 g (Pack);268;41;https://www.jiomart.com/images/product/150x150/490001396/britannia-cheese-slices-480-g-pack-0-20210324.jpg
111;Dairy & Bakery;Ghee;Gowardhan Pure Cow Ghee 1 L (Pouch);499;27;https://www.jiomart.com/images/product/150x150/490010244/gowardhan-pure-cow-ghee-1-l-pouch-0-20210210.jpg
112;Dairy & Bakery;Ghee;Amul Pure Ghee 500 ml (Pouch);226;35;https://www.jiomart.com/images/product/150x150/490001520/amul-pure-ghee-500-ml-pouch-0-20210312.jpg
113;Dairy & Bakery;Ghee;Nandini Pure Cow Ghee 1 L (Pouch);419;35;https://www.jiomart.com/images/product/150x150/490011327/nandini-pure-cow-ghee-1-l-pouch-0-20210325.jpg
114;Dairy & Bakery;Ghee;Amul Pure Ghee 1 L (Pouch);444;33;https://www.jiomart.com/images/product/150x150/490010164/amul-pure-ghee-1-l-pouch-0-20210312.jpg
115;Dairy & Bakery;Ghee;Nestle EveryDay Ghee 1 L (Carton);430;29;https://www.jiomart.com/images/product/150x150/490440207/nestle-everyday-ghee-1-l-carton-0-20210330.jpg
116;Dairy & Bakery;Ghee;Chitale Ghee 1 L (Carton);510;31;https://www.jiomart.com/images/product/150x150/490783207/chitale-ghee-1-l-carton-0-20210309.jpg
117;Dairy & Bakery;Ghee;Paras Ghee 1 L (Pouch);389;28;https://www.jiomart.com/images/product/150x150/491695034/paras-ghee-1-l-pouch-0-20210315.jpg
118;Dairy & Bakery;Ghee;Dynamix Cow Ghee 1 L (Pouch);475;50;https://www.jiomart.com/images/product/150x150/490010152/dynamix-cow-ghee-1-l-pouch-0-20210526.jpg
119;Dairy & Bakery;Ghee;Amul Cow Ghee 500 ml (Pouch);232;45;https://www.jiomart.com/images/product/150x150/490011305/amul-cow-ghee-500-ml-pouch-0-20210223.jpg
120;Dairy & Bakery;Ghee;Nandini Pure Ghee 500 ml (Pouch);218;31;https://www.jiomart.com/images/product/150x150/490011329/nandini-pure-ghee-500-ml-pouch-0-20210326.jpg
121;Dairy & Bakery;Ghee;Gowardhan Pure Cow Ghee 1 L (Jar);525;43;https://www.jiomart.com/images/product/150x150/490489040/gowardhan-pure-cow-ghee-1-l-jar-0-20210216.jpg
122;Dairy & Bakery;Ghee;Amul Cow Ghee 1 L (Pouch);465;30;https://www.jiomart.com/images/product/150x150/491135471/amul-cow-ghee-1-l-pouch-0-20210315.jpg
123;Dairy & Bakery;Ghee;Gowardhan Cow Ghee 1 L (Pack of 2) Pouch With Lock & Seal Container;1.115,00;36;https://www.jiomart.com/images/product/150x150/590052513/gowardhan-cow-ghee-1-l-pack-of-2-pouch-with-lock-seal-container-0-20210323.jpg
124;Dairy & Bakery;Ghee;Moowing Cow Ghee 1 L (Pouch);418;31;https://www.jiomart.com/images/product/150x150/590041202/moowing-cow-ghee-1-l-pouch-0-20210223.jpg
125;Dairy & Bakery;Ghee;Chitale Pure Cow Ghee 1 L (Carton);510;25;https://www.jiomart.com/images/product/150x150/491076125/chitale-pure-cow-ghee-1-l-carton-0-20210311.jpg
126;Dairy & Bakery;Ghee;Paras Cow Ghee 1 L (Pouch);425;36;https://www.jiomart.com/images/product/150x150/491670702/paras-cow-ghee-1-l-pouch-0-20210325.jpg
127;Dairy & Bakery;Ghee;Paras Cow Ghee 1 L (Pouch);425;26;https://www.jiomart.com/images/product/150x150/491698187/paras-cow-ghee-1-l-pouch-0-20210324.jpg
128;Dairy & Bakery;Ghee;Patanjali Cow Ghee 1 L (Carton);565;35;https://www.jiomart.com/images/product/150x150/590041390/patanjali-cow-ghee-1-l-carton-0-20201208.jpg
129;Dairy & Bakery;Ghee;Patanjali Cow Ghee 500 ml (Carton);295;30;https://www.jiomart.com/images/product/150x150/491249531/patanjali-cow-ghee-500-ml-carton-0-20210315.jpg
130;Dairy & Bakery;Ghee;Gowardhan Pure Cow Ghee 500 ml (Pouch);265;32;https://www.jiomart.com/images/product/150x150/490010245/gowardhan-pure-cow-ghee-500-ml-pouch-0-20210224.jpg
131;Dairy & Bakery;Ghee;Mother Dairy Cow Ghee 1 L (Pouch);465;37;https://www.jiomart.com/images/product/150x150/590087548/mother-dairy-cow-ghee-1-l-pouch-0-20210205.jpg
132;Dairy & Bakery;Ghee;Chitale Pure Cow Ghee 500 ml (Carton);269;27;https://www.jiomart.com/images/product/150x150/491076126/chitale-dairy-pure-cow-ghee-500-ml-carton-0-20210311.jpg
133;Dairy & Bakery;Ghee;Pride of Cows Single-Origin Ghee 500 ml (Jar);764;47;https://www.jiomart.com/images/product/150x150/590113352/pride-of-cows-single-origin-ghee-500-ml-0-20201203.jpg
134;Dairy & Bakery;Paneer & Tofu;Gogri Malai Paneer 400 g (Pack);99;33;https://www.jiomart.com/images/product/150x150/590309550/gogri-malai-paneer-400-g-pack-0-20210422.jpg
